id,title,city,street,phone,website,google_place_id,treatment_category,claimed
b4aff58c-f0a4-4c11-87eb-692f27a09b86,Wigs Of London & Human Hair Toppers,London,"Flat 26, B, Orde Hall St",+44 7852 871979,http://www.wigsoflondon.co.uk/,ChIJde26QTYbdkgRDfAJR--lzlE,Cosmetic Systems,NO
909851cb-6657-443e-80ef-cf378839d1ee,Amin hair system,London,18 Watford Wy,+44 7533 400885,https://www.aminhairsystem.com/,ChIJQ5A11gcD8GoRN67Ar9aDPYI,Cosmetic Systems,NO
1b388ef1-0f08-499b-a708-b5ef8f7a11ce,Hairight by Myra,London,163 Seymour Place,07446104663,https://www.hairight.com/,ChIJ658WT7IbdkgR0zTZ2JfHNW4,Cosmetic Systems,NO
6b7cb8f8-cbde-47f6-97e2-853946c67e5b,Total Cover Plus London (TCP Hair Systems),London,209 Belsize Rd,+44 20 3393 9322,http://www.totalcoverplus.co.uk/,ChIJC1oiB3UQdkgR2UZxEQKWyC0,Cosmetic Systems,NO
f16cc6e6-fc31-4e25-9819-a68e882cd6bc,Tatiana Karelina,London,33 Holland Street,,https://www.tatianakarelina.co.uk/,ChIJ8YNANvcPdkgRZVfbj7EkDPs,Wig Specialist,NO
52732c9a-7896-454b-8bb2-61003f8e1169,Hair System Refresh UK,London,Commercial Road,,https://www.hairsystemrefresh.co.uk/,ChIJISunisocdkgReTHUJTMZaOc,Cosmetic Systems,NO
277bb7f3-42ee-4c5a-a5e3-6a0c0d982a66,Peak Hair Restoration,Loxley,"11 Alders green, Loxley",,,ChIJF-h_5DN_eUgRn2GfrQgj9hQ,,NO
9f889b69-710f-448e-9bcc-9f9b14ad04d2,Burns Salon,Luton,102 Leagrave High St,+44 7310 912250,,ChIJ0QDYfZFJdkgRjlD7Ubr-3f8,General Salon,NO
4b27a375-7177-49a2-b5c2-2702281670de,Brookes Hair Clinic,Maidstone,7 Romney Pl,+44 7728 627676,http://www.brookeshair.uk/,ChIJp_YAHQAz30cRhAbXhSAZ0F4,Both,NO
899d0ebf-19f5-4afb-b091-c3a148b39cf5,Baguleys of Cheshire,Manchester,Ashley Road,,https://www.baguleysofcheshire.co.uk/,ChIJs33szUVTekgRmFKPVfKBudE,Wig Specialist,NO
c6c48ec3-18be-49e9-9b60-82517a820529,Total Cover Plus Manchester (TCP Hair Systems),Manchester,"213, The Box Works, 4 Worsley St",+44 161 826 0345,http://www.totalcoverplus.co.uk/,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,Both,NO
a6b4be78-9e08-48be-9869-e8d6ec75b107,Scalp Evolution,Manchester,Castle Street,,https://www.scalpevolution.co.uk/,ChIJIU6yrSKze0gRyo9xF39FlWE,Advanced Scalp Therapies,NO
e9e8e389-e218-43b9-8f9f-263f14418d58,Essex HairLair,Manningtree,High St,,,ChIJz-1vrvQL2UcRwWedTCvDv5o,Cosmetic Systems,NO
762615bf-c7d3-4f56-a45e-4b99a63b7b7c,Miss Euniverse Hair Milton Keynes,Milton Keynes,Bodmin Pl,+44 7460 305750,https://www.misseuniversehair.com/,ChIJOSgQJ3Wrd0gRVUCImg4dn_s,Wig Specialist,NO
385d0453-c60d-41f0-b32b-d48954ec86b4,True Scalp Clinic,Milton Keynes,651 S Fifth St,+44 7907 953582,http://www.truescalpclinic.co.uk/,ChIJeaaWypurd0gRDJ-j4O9Nfio,Cosmetic Systems,NO
0daad72f-0c22-42bb-a0d2-34623dab8d5f,NC Hair Therapy,Mirfield,162 Huddersfield Rd,+44 7712 556070,https://www.nchairtherapy.co.uk/,ChIJ7WdhXZvfe0gRszZB1HysSJg,Cosmetic Systems,NO
11166de4-ef73-498b-8ac7-e7e00d0360c2,Tayside Trichology,Monikie,"Daisybank, Panmure Rd",,,ChIJI4gszDVhhkgRxSIVOYcIGLI,,NO
ddbe82f5-55cc-4d0d-b434-3ec03de25635,Vogue Hair & Beauty Morecambe,Morecambe,"308 Marine Rd E, Marine Rd Central",+44 1524 426300,http://www.voguehairmorecambe.co.uk/,ChIJlZalG3OefEgRp1Y2Y9xYZjs,General Salon,NO
f2960c25-5b11-4193-a723-394421052fea,Hair Loss Laser Group,Nantwich,33 Hospital St,+44 1270 343670,,ChIJFfMqH2H0ekgRD3p6ILqX4PI,Cosmetic Systems,NO
b885fbc6-0d51-4504-adf1-f2daf920676a,REJUVA Skin and Wellbeing Nantwich,Nantwich,"7, The, Cocoa Yard",+44 1270 335076,https://www.rejuva.skin/,ChIJEf1CateLekgRpq8Fix9fzWo,Advanced Scalp Therapies,NO
f3ffd755-fdbb-4cd3-91a9-b41e00f6e166,Yorkshire Hair Company,Northallerton,87 S Parade,+44 1609 258010,http://www.yorkshirehaircompany.co.uk/,ChIJyR7dwty7fkgR54DF_eF_j7U,Cosmetic Systems,NO
65d4739b-c938-43f8-88d8-58aacc69df5d,Hairapy Studio,Northampton,"55 St Matthews Parade, Northampton NN2 7HE",+44 7927 783154,https://www.hairapystudio.co.uk/,ChIJ12_nQxUPd0gRzvF-P07wxZk,Cosmetic Systems,NO
be22eeb5-d80f-4bd6-9287-ec0ea6a224e3,NoHairLoss,Norwich,554 Dereham Rd,,,ChIJTRFFSuTh2UcRNxrv79eiL-w,Cosmetic Systems,NO
cfe5c886-690c-4c97-a2d4-d49c4224248a,Luxe Hair Clinic,Nottingham,"Foxhall Lodge, Foxhall Rd",+44 115 857 3682,,ChIJ7aq6-ZrBeUgR7i8iwaOiIHc,Cosmetic Systems,NO
cc9153fe-a519-43b5-a8fc-aea7d837443d,Esther's Beauty,Nottingham,Hanley Ave,+44 7935 386833,,ChIJH59SbzDreUgROY37fxGIajI,Cosmetic Systems,NO
a2969867-6e10-48c3-97f4-69de9f5c4a48,Scalp Expert Nottingham,Nottingham,12 Goose Gate,+44 7988 492119,https://bit.ly/ScalpExpertNottingham,ChIJ-XwmXwvDeUgRcC5GkKaaXLM,Both,NO
203317f0-fc14-456b-a9d7-84dd2ccc4e14,Nottingham Hair Replacement Solutions,Nottingham,28 Station Terrace,+44 115 837 2540,,ChIJJcw1YtXFeUgRGHO5QrZa3no,Cosmetic Systems,NO
ed5a1836-c83f-4f91-ae17-fc3bc51bee50,Danielles Hair Consultancy,Nottingham,12 Greenwood Rd,+44 7312 273656,,ChIJKb0wH4esF0URsp-KmMriRno,Wig Specialist,NO
ea67e5ff-34c6-4b8e-a0db-d440bbcd1363,Demi Matthews Hair,Nottingham,"The Beauty Garden, 5 Central Walk",+44 7568 533115,http://www.instagram.com/demimatthewshair,ChIJhcOdmybreUgRKiOxoZCP7vY,Cosmetic Systems,NO
e9d1d515-265f-4eb4-bc1c-ada52cfa6c4b,Mychelle Caroline Hair,Nottingham,35A Gordon Rd,+44 7852 830530,http://www.mychellecarolinehair.com/,ChIJJ8b8Q77DeUgR-i6ER0kcktE,Cosmetic Systems,NO
afee7703-13e1-4bc6-ba2e-52a8c1458489,Filter Lane Clinic,Nottingham,635 Western Blvd,+44 7415 652276,,ChIJJVDwl9bBeUgRHjSuMmLrRRk,Cosmetic Systems,NO
93ce69d0-7018-458a-a760-735c8c695a59,Flow Hair,Nottingham,11-13 Trinity Sq,+44 7519 512248,,ChIJAWLwErjBeUgRuYNX4DFmCGY,Cosmetic Systems,NO
e30e3336-f085-4665-932c-7b2496692e26,Skalptec Ltd,Ormskirk,"Old library, 1 Mill Ln",+44 7557 357937,https://www.skalptec.com/,ChIJvUsVMC4he0gRbONqJm1u1LU,Cosmetic Systems,NO
83f94375-784d-4390-9506-fef07b931cc5,Oxford Laser Clinic,Oxford,68 High St,+44 7717 820366,http://oxfordlaser.co.uk/,ChIJiXC5_NjrdkgRA6ena7canpc,Advanced Scalp Therapies,NO
8c1617ab-5213-4242-8563-cef3ba458d0b,Hair Systems Oxford,Oxford,1 S Parade,+44 7891 120243,https://www.hairsystemsoxford.co.uk/,ChIJ3ZIwSxrFdkgRtmC0_MtvIMM,Cosmetic Systems,NO
7d32f3d3-141b-4cff-8c1a-9b87f6861079,Allure Permanent Makeup UK,Peacehaven,"226 S Coast Rd, Peacehaven BN10 8PJ",+44 1273 569083,http://www.allurepermanentbeauty.co.uk/,ChIJE3cq741930cRa8tTaIzPDLU,Advanced Scalp Therapies,NO
76fa4d00-4129-400f-86bf-9254b388125a,TrichoCentre,Peterborough,14 Lingwood Park,,http://www.trichocentre.co.uk/,ChIJM2pb7VLwd0gRiO4AzxAkV-0,Advanced Scalp Therapies,NO
4a5511b6-4451-425c-9779-52ad5ca0024b,Pretty Penny’s Hair & Training Academy,Peterborough,Main St,,http://instagram.com/pennys_hair_,ChIJpctKSX_3d0gRGGSWiOLHl4k,Cosmetic Systems,NO
5c20bd3c-cb68-4950-8cb7-8b9cf1a672cc,1192 Laser & Beauty Clinic,Plasmarl,"com Stadium, Plasmarl",,http://www.1192clinic.co.uk/,ChIJm1gxkmj1bkgR1YQdg41MEWA,Cosmetic Systems,NO
83b68de2-518c-4489-980a-c55d79fb1f96,The Parkstone Clinic,Poole,114 Bournemouth Rd,+44 1202 065767,,ChIJI8ZIUPWhc0gR1VOY6dzPLMc,Cosmetic Systems,NO
ec751afd-7d73-413d-84c9-240c34d18713,Sammy Jo Wigs,Ramsgate,"Glimmer Hair Studio, 107B High St",+44 7706 198064,http://www.glimmerhairstudio.com/,ChIJcbSB3SdT2UcRW8ApNchqMD8,Cosmetic Systems,NO
670a7802-6aad-4096-8a02-dfa5789d9fc0,Total Cover Plus Reading (TCP Hair Systems),Reading,"57, Merrick House, The Piazza",+44 20 3393 9322,https://www.totalcoverplus.co.uk/,ChIJPRC_epsbdEgRPje10eY0BqE,Both,NO
ccbc113c-6657-4980-b55c-b5404852c747,Crown & Glory Beauty Salon,Sheffield,Sheffield S4 8GA,+44 7883 501487,,ChIJte14Oz94eUgRj-pcSBu73O8,,NO
3ed7bd36-2587-4899-9d92-19878007c297,Evoke Hair Clinic (Specialists in Scalp Micropigmentation),Sheffield,"3 Skye Edge Ave, Sheffield S2 5FX",+44 114 272 9379,http://www.evokescalpmicropigmentation.co.uk/,ChIJuYlPR6SCeUgRmhHMHoYwc-o,Advanced Scalp Therapies,NO
d5e13d50-2d16-497c-a317-bb41d482db56,Yorkshire Hair Loss Clinic,Sheffield,"16 Potter Hill Ln, High Green",+44 7791 667422,http://yorkshirehairlossclinic.co.uk/,ChIJ442-I1F7eUgRzTLxF5BCsVA,Cosmetic Systems,NO
e19bb041-9b08-4c3a-ab8c-858282fec7c8,Elite Hair & Aesthetics,Shipley,18 Festival Ave,+44 7713 047646,http://www.elitehairandaesthetics.co.uk/,ChIJfxa8Ugzle0gRPgkeCJuvGPE,Cosmetic Systems,NO
13727074-ca42-4f3f-adc0-d980aadf18ee,Ditch the bald,Shrewsbury,2 Magdalene View,+44 7535 881308,https://www.instagram.com/ditchthebald_hair_replacement?igsh=b3h1a2twZXZhaGYz,ChIJS8quEXiDekgR2PE8WEf96K4,Cosmetic Systems,NO
1f3ac894-c77d-4558-ad33-ecb97352c050,Belle Sorriso,Sleaford,29 Lincoln Rd,+44 7507 210619,,ChIJaz_2J6tqeEgRCaUStbkdkUg,Cosmetic Systems,NO
408c8d1c-1b92-41bd-aeba-f009289a4d36,Hairology Solutions,Smethwick,Londonderry Ln,+44 7967 827731,http://hairologysolutions.com/,ChIJy3Xv0fmXcEgRkV359YVjZ2o,Cosmetic Systems,NO
27937208-bc70-412b-ace1-72350efe1b99,Pestana's,South Shields,"122 Centenary Ave, South Shields NE34 6SG",+44 191 682 0584,http://www.pestanahair.com/,ChIJu8ShFMtofkgRNFeSlzoYutw,Cosmetic Systems,NO
446b706a-2aef-4464-8c4c-c0cab67f9b10,Soko Clinic,Southampton,"115 High St, Southampton SO14 2AA",+44 23 8173 0267,https://soko.clinic/,ChIJtUF031vatKMRjY1Ar1VOd10,Advanced Scalp Therapies,NO
0143ff52-1389-4fa2-9a88-c102b50ef0ec,Above Barbers,Southampton,"23 Carlton Pl, Southampton SO15 2DY",+44 23 8063 9318,https://abovebarbers.co.uk/,ChIJOfGca7F2dEgROOiv50QZp0I,Cosmetic Systems,NO
17bf83bf-fcc7-4948-aa42-5f2d4037eb65,Essex Wig Centre,Southend-on-Sea,56 Queens Rd,+44 1702 353238,http://essexwigcentre.co.uk/,ChIJ8QWnYrPZ2EcRK0oGP9rbWHA,Cosmetic Systems,NO
a690006c-d272-4d8b-b988-59896255395e,Hair Revisited Salon,Southend-on-Sea,56 Queens Rd,+44 1702 353238,https://www.hairrevisited.com/,ChIJfY-bTL3Z2EcR1kRoRBagva0,Cosmetic Systems,NO
ecef537f-a935-412d-844b-5a90a389b9ac,Hair Loss Laser Group,Southport,"Victoria Health & Leisure The, 42-43 Promenade",+44 1704 608235,,ChIJfXq0Ztk-e0gR0hYwaDLID4c,Cosmetic Systems,NO
b62cb243-0223-4b9d-be2d-01227a3d7fd9,Image International,Spalding,15 Red Lion Street,,https://www.imageinternational.co.uk/,ChIJTZKtOn4DeEgRFm0DShvNI84,Cosmetic Systems,NO
6a2a0c08-24e1-4fb4-99b5-b1c603e6c8bc,Aderans Trendco Midlands,Stafford,"Unit 9, Barton Marina",+44 121 633 4280,,ChIJHzGQxI68cEgRMPkV_OeQfzU,Cosmetic Systems,NO
7c8f1670-961b-4e41-b51d-70b10241654d,MY.LAB HAIR & BEAUTY STAMFORD,Stamford,11 St John's St,+44 1780 591513,https://www.facebook.com/profile.php?id=100089471372854,ChIJh3DTeAuLd0gR3UyUm3K0elA,General Salon,NO
3dcb99e2-a7c8-4076-b97a-5caaaf0645e1,Mw Hair studio,Stoke-on-Trent,80 Milton Rd,+44 1782 285878,https://www.facebook.com/mwhairstudio1/,ChIJ46TRs2VCekgR_NXTlkraX9o,Cosmetic Systems,NO
c8d2eb9a-faa1-4eb5-91dd-72030a2e1b13,Invisi Hair Replacement Systems,Stourbridge,123 Worcester Rd,+44 1562 888158,http://www.invisihair.co.uk/,ChIJq6VJdGmTcEgR7O0Klw5PIMQ,Both,NO
10f8e6f8-fd5a-451e-bca1-d12a3eb543a2,Kitui Hair Design,Sunderland,"34 Melbourne Pl, Sunderland SR4 8LN",+44 191 524 2665,http://www.kitui.co.uk/,ChIJa72kcDhkfkgR37L2PTRwVIc,Wig Specialist,NO
95570807-c0cd-4f90-948b-72c3ad706b23,Sunderland Royal Hospital,Sunderland,"Kayll Rd, Sunderland SR4 7TP",+44 191 565 6256,https://www.stsft.nhs.uk/,ChIJq2vqby5kfkgR2ZUyLBlVCvk,Advanced Scalp Therapies,NO
d0b829fa-03fe-4d54-a8f6-f34a5fa45412,Joseph's Wigs,Surrey,Rosehill Court Parade 24 Bishopsford Road,,https://www.josephswigs.co.uk/,ChIJseYTGn8IdkgRlKuiSKeiPOE,Wig Specialist,NO
5015508a-dc69-4c63-ae94-aff124b7091a,Birmingham Dermatology Clinic,Sutton Coldfield,"Spire Little Aston Hospital, Little Aston Hall Dr",+44 800 044 3917,http://birminghamdermatologyclinic.co.uk/,ChIJD1AeZR2kcEgRtpmNW56DXO8,Both,NO
4d83032a-db37-4371-b2cb-f0e3eafdb235,Hairlusion Clinic,Sutton Coldfield,370 Boldmere Rd,+44 7395 649645,,ChIJAzBC7lOlcEgRNWoEtemfXSM,Cosmetic Systems,NO
403b015e-7c67-490f-9523-5ac90dcea289,LA Cosmetics Ltd,Sutton Coldfield,74 Whitehouse Common Rd,+44 7701 007988,http://www.lilahaesthetics.com/,ChIJ_8EA7xqlcEgRKzTnLuK1yXs,Cosmetic Systems,NO
5634a6cf-5318-4e76-b498-675eeff1a272,Kevin Crowne Hair Care,Sutton Coldfield,18 Gate Ln,+44 121 354 9468,http://httpskevincrownhaircare.co.uk/,ChIJHxtePuOkcEgR4cvkME7qb7g,Cosmetic Systems,NO
192a8c8d-5a9b-4c1a-a864-944ef92c3e0b,Hair Studio,Sutton Coldfield,370 Boldmere Rd,,,ChIJH0IsNOilcEgRZmKmwam6oO4,Cosmetic Systems,NO
ec8e092e-448b-4226-ab8f-fcc645d32575,Hair Care Direct UK,Sutton Coldfield,137a Chester Rd,+44 7554 342771,,ChIJAQDwTXSkcEgR2Ql8rhuss_I,Cosmetic Systems,NO
f0e273da-0001-457f-806d-1be1904de402,Emma Baglee Aesthetics Studio,Sutton Coldfield,9 Belwell Ln,+44 7730 182622,https://www.emmabaglee.com/sutton-coldfield/,ChIJQde6qxWrcEgRoL_YWV5n-z0,Cosmetic Systems,NO
2ac0da3c-2915-4e5c-86a8-367d05b20c50,Artful skulls,Swaffham,"Plowright Place, Old, Whitsands Rd",+44 7933 988760,,ChIJkYXaPv0p2EcRexEGPwzuDzg,Cosmetic Systems,NO
da8c94f3-a7a3-4c6b-964b-d377b5f30706,Scalp Innovations,Swindon,"2nd floor, 7 Wood St",+44 7833 630335,,ChIJDYbALlJEcUgRHUtkBkCG8G4,Cosmetic Systems,NO
256d903f-21ff-454e-b8e3-d849c469501b,Transform Hairloss Solutions,Swindon,"Unit 71a, BSS House, Cheney Manor Rd",+44 1793 625035,http://www.transformhairlosssolutions.co.uk/,ChIJS-Vbgk9HcUgRknBt3kXDKLw,Cosmetic Systems,NO
8a5b9dac-1da7-4921-a7c1-14fc5a8a0c89,Revive Hair Clinic Ltd,Tamworth,3 Selker Dr,+44 7506 700897,http://www.revivehairclinic.co.uk/,ChIJcb29BWWrcEgRpcXW_mZNunA,Advanced Scalp Therapies,NO
aa1fd0ca-0dbf-4def-935d-66484219216a,Hair Replacement Hub,Telford,,+44 7469 955625,,ChIJvydMrmqAekgRJXuNpP_a34A,Cosmetic Systems,NO
e064399b-26c6-48cd-a260-027ac1b589ac,You Hair Academy ltd,Thornton-Cleveleys,20 Lyddesdale Ave,+44 1253 546650,,ChIJ__98JlNDe0gRMGeL8p2eCs4,Cosmetic Systems,NO
c6bc2044-8843-4c06-9ef4-4bb6338fb71c,Extensions with Kirsty,Trowbridge,"EA Studios, 49 Stallard St",+44 7891 374655,https://www.fresha.com/book-now/extensions-with-kirsty-c32hfic7/all-offer?share&pId=1480002,ChIJ93ZQmfnVc0gRIV4rsk3Zrq8,Cosmetic Systems,NO
de0d62ab-fb67-42cb-b706-5ad8ad33c4e6,Hair Loss Laser Group,Ulverston,3 Benson St,+44 800 566 8363,,ChIJATBlq5mkfEgRFIdjwGdmHAA,Cosmetic Systems,NO
1bb94b22-abcd-45eb-a88e-597cc6cb3a48,Hair Systems Wadebridge,Wadebridge,Polmorla Rd,+44 7971 292684,,ChIJaSiPxr53a0gRwZ0M4NV-I-M,Cosmetic Systems,NO
b483953d-83dc-4a63-8de3-8d6621078ad6,Wirral Hair Loss Clinic,Wallasey,141 Mount Rd,+44 7402 248787,,ChIJHernKsgne0gRHdwUdUkArKc,Cosmetic Systems,NO
44cc6a0d-7883-4044-bc0c-36f6f91f0e2a,Gorilla Hair Building Fibre,Wallingford,21 Battle Rd,,,ChIJhT8ZwJWVdkgRkmeMY6lz4rs,Cosmetic Systems,NO
b7a462be-5f62-4988-92a2-0fe4eff32a04,My KS Hair,Walsall,"5, Lock Keepers Court, Wolverhampton Rd W",+44 7900 061121,,ChIJCwDOeAyicEgRWVu1r4rbbvY,Wig Specialist,NO
116bf777-32ab-4302-91e5-86f0393a5336,Too Perfect Hair Replacement,Walsall,121c Princes Ave.,+44 333 456 0266,,ChIJA98m_2-ZcEgR2GbpU9xTEGw,Cosmetic Systems,NO
18bc24b4-78e1-4f89-89e1-c459db807b3e,Theres nothing like hair,Walsall,7 Lower Hall Ln,+44 7900 061121,http://www.likehair.co.uk/,ChIJEeh8cAyicEgRS_euE17CQJQ,Cosmetic Systems,NO
86181c79-3bfe-4ae5-a567-dd4ed204fb5f,Scalp Transformers,Warwick,"Above Dimos Mens Hairdressers, 30 Brook St",+44 7823 336594,,ChIJN579VQjLcEgREHR66FueR10,,NO
dd5ca865-0d8d-4085-a737-49bd38100d82,Chiquel,Watford,Nottingham Close,,https://www.chiquel.com/,ChIJS6sl0SJAdkgROWX8OHILUlU,Wig Specialist,NO
f32d87b2-4399-4fa4-932b-6353e787f816,Hairpiece Servicing,Weston-super-Mare,20 Mendip Rise,+44 1934 827690,http://hairpieceservicing.co.uk/,ChIJVRz32Ur5cUgRknGYE3YcC_Q,Cosmetic Systems,NO
3b1e91f8-2851-4b31-9e78-5187d689eb90,Wessex Trichology Clinic Ltd,Weymouth,"Lynch Lane Offices, Egdon Hall",+44 7760 115255,https://www.facebook.com/wessextrichologyclinic,ChIJrUrIFzz3ckgRQiXJrzxfVZ8,Cosmetic Systems,NO
6964a661-5a95-42b6-88cd-1c14e46f974b,Hairforce,Wirral,93 Royden Rd,+44 7368 849215,http://www.hairforce.nearcut.com/,ChIJQcOiln4oe0gRa1CNdTQMGeQ,General Salon,NO
5dd2403d-9f22-4102-81ff-582915d5fb9a,Capelli Salon Couture,Wirral,281 Hoylake Rd,+44 151 678 8856,https://capellicouture.co.uk/,ChIJJ6Ji6oUoe0gRQoql7xwbM-w,Cosmetic Systems,NO
7ab2a2e4-b722-4c3a-a331-123775c75917,Wolf Hair Clinic,Wirral,"Ground Floor, Ashton House",,,ChIJg07B0VApe0gRMQIT49n6h8w,Cosmetic Systems,NO
58f77225-09f4-47a0-a53a-83cb412e3277,UnifyBright,Wolverhampton,Riches St,,https://www.etsy.com/uk/listing/1435890623/hair-growth-oil-hair-growth-spray?ref=listings_manager_grid,ChIJ6wRy2q2bcEgRTIf2XBFKL9g,Cosmetic Systems,NO
8b3a0c73-7cc6-42d6-b205-63c8d0e21e15,Tru Hair,Wolverhampton,"Unit 4, Fordhouses Ind Est, Steel Dr",+44 7469 955625,https://truhair.co.uk/,ChIJNWPoGESbcEgRx_zbow-3E3c,Cosmetic Systems,NO
26fc05fe-8c04-4fa9-a7e4-0a559192097c,Hair Replacement Hub,Wolverhampton,Garden Village,,,ChIJPyZy11eFcEgRQyzuEUt_YPY,Cosmetic Systems,NO
ef7dd0f2-a578-4936-bb1f-5ca5da9a2c2a,Midland Hair Clinic,Wolverhampton,5 Anders Square,+44 7526 377447,,ChIJrRupKEyFcEgRjD20kp_-9M0,Cosmetic Systems,NO
96856777-10c4-4080-8581-a6f6b81dccbe,Pink Hair,Wolverhampton,"Unit 4, Fordhouse Road Industrial Estate, Steel Dr",+44 7525 000505,https://pinkhairsolutions.co.uk/,ChIJNWPoGESbcEgRx_zbow-3E3c,Cosmetic Systems,NO
ed36c259-526f-4ec5-8551-9a82c7480144,Hair Loss Laser Group,Wolverhampton,53 Napier Rd,+44 800 690 6913,,ChIJta49pr6bcEgRr013Y8TaV9U,Cosmetic Systems,NO
79bb7111-4e17-4384-ab5e-f2b0d9d63897,Hair Regrowth Clinic | Wolverhampton,Wolverhampton,84 Salop St,+44 1902 921900,,ChIJQ7OY-E6bcEgRsMf72Sp-fhE,Cosmetic Systems,NO
40f33611-e6b6-4c73-9330-f46b5f70ffbf,Hair loss centre worcester,Worcester,"Ground Floor, Room 2, 10 Angel St",+44 7720 307399,http://www.facebook.com/salebesthairextensions,ChIJa88P8HfxcEgRIcMwJyOf_iw,Cosmetic Systems,NO
